pickup_location_id,dropoff_location_id,avg_tip
173,254,6.57
262,57,6.57
188,131,6.57
66,60,6.57
36,38,6.57
69,40,6.57
249,149,6.569516129032257
129,101,6.568
138,33,6.567448607858441
241,50,6.566666666666666
238,93,6.566129032258063
186,171,6.565053763440861
159,165,6.565
62,208,6.565
64,132,6.5649999999999995
68,29,6.564285714285714
161,89,6.564059775840597
216,262,6.563333333333333
43,188,6.5632653061224495
34,50,6.562857142857142
239,97,6.562718204488777
49,41,6.562499999999999
54,138,6.561538461538461
170,55,6.5608108108108105
223,231,6.560754716981132
264,127,6.560344827586207
31,239,6.5600000000000005
194,209,6.56
41,257,6.56
51,184,6.56
179,259,6.56
34,261,6.56
247,146,6.56
186,98,6.5598863636363625
142,54,6.559866071428571
113,194,6.557636363636363
179,132,6.557573221757322
80,138,6.557261904761906
196,113,6.5569999999999995
166,16,6.556
254,89,6.555294117647058
223,88,6.555
139,162,6.555
238,228,6.55485294117647
28,230,6.553421052631578
236,111,6.553333333333334
236,49,6.553280318091453
144,63,6.5528571428571425
249,121,6.552535211267605
138,148,6.552395918846025
90,192,6.552307692307693
229,11,6.551489361702129
50,101,6.550714285714286
70,77,6.55
224,8,6.55
218,132,6.55
163,180,6.55
192,66,6.55
233,121,6.549411764705884
38,165,6.5491666666666655
87,240,6.549090909090908
158,200,6.547238095238096
43,96,6.546000000000001
239,61,6.545507246376812
231,252,6.545
250,230,6.545
132,185,6.544999999999998
12,152,6.544444444444443
264,121,6.543333333333334
19,138,6.5407142857142855
49,45,6.54
189,136,6.54
83,37,6.54
33,172,6.54
25,238,6.537562500000002
68,28,6.536913580246914
215,195,6.536666666666666
79,139,6.536666666666666
13,241,6.53608695652174
234,95,6.5353760099440645
141,118,6.535
256,47,6.535
79,93,6.534588235294117
261,16,6.533870967741935
239,25,6.5334325744308215
239,225,6.532566371681415
238,130,6.532432432432432
223,238,6.532424242424244
229,257,6.5320093457943935
219,65,6.531818181818181
41,15,6.531249999999999
198,198,6.531103448275862
112,151,6.53108108108108
206,41,6.53
145,260,6.53
39,125,6.53
205,81,6.53
134,135,6.53
102,137,6.53
155,236,6.53
94,70,6.53
262,9,6.529999999999999
239,16,6.529565217391305
264,16,6.528055555555556
25,134,6.527142857142857
10,7,6.526363636363637
90,135,6.526
48,203,6.525161290322582
79,150,6.525128205128205
181,239,6.5249999999999995
170,96,6.524594594594595
179,14,6.524444444444445
233,242,6.524285714285713
138,24,6.523906810035841
116,255,6.523333333333333
209,23,6.523333333333333
161,175,6.523137254901961
142,106,6.522534722222222
91,38,6.522500000000001
260,88,6.522500000000001
186,180,6.521403508771931
223,243,6.519615384615384
261,11,6.519499999999999
161,171,6.519357798165137
166,228,6.519032258064516
236,160,6.518694029850745
230,134,6.518328767123288
43,49,6.5182889733840295
249,134,6.518235294117647
162,259,6.516690647482016
205,20,6.516666666666667
90,210,6.5164
234,29,6.515777777777777
132,223,6.514224168540656
125,51,6.514
140,10,6.513783783783785
43,91,6.512777777777778
196,261,6.512272727272728
114,51,6.512222222222222
237,228,6.5121052631578955
158,81,6.5120000000000005
61,167,6.511666666666666
82,186,6.511562499999999
233,59,6.5114285714285725
88,117,6.5112499999999995
91,16,6.51
92,194,6.51
243,252,6.51
43,36,6.5094814814814805
249,93,6.509333333333332
264,143,6.509211267605634
79,124,6.508297872340426
236,195,6.507810218978102
88,155,6.5075714285714295
264,243,6.507209302325582
10,145,6.5070588235294125
186,21,6.506810810810809
247,28,6.506666666666668
241,22,6.506666666666667
92,33,6.506666666666667
214,210,6.506666666666667
168,41,6.506666666666667
36,166,6.506428571428571
10,151,6.506153846153846
186,227,6.505381062355658
107,53,6.505000000000001
136,117,6.505
40,151,6.504666666666666
234,194,6.504431818181817
260,66,6.5042857142857144
263,181,6.5032439678284195
219,237,6.502272727272728
152,91,6.502
249,208,6.501836734693879
151,205,6.50125
237,189,6.501147540983606
172,22,6.5
217,13,6.5
253,142,6.5
26,2,6.5
142,139,6.5
33,253,6.5
90,15,6.498846153846154
81,211,6.498
132,163,6.497449100703006
186,220,6.497308612440191
264,100,6.496855072463768
42,40,6.4957142857142856
18,179,6.495
127,88,6.494999999999999
143,49,6.494062499999999
116,92,6.493333333333334
26,86,6.493333333333333
231,121,6.493191489361703
164,149,6.492828282828283
190,141,6.492222222222222
142,189,6.491555555555556
143,54,6.490666666666666
235,249,6.49
32,177,6.49
202,175,6.49
56,229,6.49
73,71,6.49
239,228,6.49
77,22,6.49
212,55,6.49
46,116,6.49
47,13,6.49
95,180,6.49
211,197,6.489999999999999
139,113,6.489999999999999
246,257,6.4882706766917275
223,163,6.487826086956521
50,29,6.487441860465115
142,61,6.487364746945898
129,200,6.486666666666667
137,128,6.486666666666666
207,61,6.486
256,16,6.485
142,115,6.484999999999999
10,132,6.484999999999999
158,150,6.483823529411765
243,92,6.483636363636363
233,51,6.483392857142856
97,171,6.482222222222223
261,31,6.4821428571428585
125,95,6.4815697674418615
102,158,6.48
198,237,6.48
48,200,6.477754318618042
113,73,6.477000000000001
143,214,6.476000000000001
151,61,6.475777777777778
119,209,6.475
145,206,6.475
261,179,6.474787234042554
107,14,6.474776119402985
33,116,6.474615384615385
144,185,6.473333333333333
56,231,6.472499999999999
4,134,6.47
192,112,6.47
24,227,6.47
158,220,6.469865771812081
158,174,6.469600000000001
236,190,6.468796296296296
232,200,6.46875
49,194,6.468000000000001
177,151,6.468000000000001
161,181,6.467193798449613
190,43,6.466666666666666
152,257,6.466666666666666
258,238,6.466315789473685
211,127,6.466312499999999
52,95,6.46625
191,159,6.465714285714285
40,238,6.465108695652174
217,179,6.464999999999999
161,93,6.464826789838338
90,95,6.464087237479806
160,160,6.4639999999999995
194,236,6.4637142857142855
132,100,6.462291293734747
90,121,6.462
229,138,6.461712892741072
170,180,6.460701754385965
188,138,6.460192307692308
119,113,6.46
182,53,6.46
240,140,6.46
133,63,6.46
32,138,6.46
66,8,6.46
224,96,6.46
69,196,6.46
190,40,6.46
192,33,6.46
116,181,6.459333333333333
190,239,6.458333333333333
42,195,6.458
239,108,6.456875
170,134,6.456842105263159
90,29,6.4565
230,165,6.456040955631399
106,75,6.455454545454546
162,188,6.455294117647059
194,76,6.455
16,213,6.455
14,16,6.455
31,75,6.455
8,41,6.455
264,37,6.454833333333332
247,189,6.453333333333333
93,197,6.452500000000001
88,171,6.451666666666667
249,221,6.450833333333333
227,164,6.45
34,146,6.45
198,189,6.45
130,15,6.45
217,131,6.45
195,66,6.45
97,151,6.4495402298850575
50,219,6.448333333333333
264,231,6.448290870488323
229,29,6.447868852459016
127,162,6.447058823529412
163,40,6.446051332675221
265,33,6.446000000000001
262,62,6.443888888888889
229,252,6.4437313432835825
194,90,6.442500000000001
68,38,6.442142857142857
233,55,6.442127659574467
263,98,6.442105263157895
129,194,6.441666666666666
142,171,6.441617647058824
25,138,6.4414873837981395
163,20,6.441142857142857
138,61,6.440942162615257
19,126,6.44
195,215,6.44
117,77,6.4399999999999995
162,20,6.439411764705882
186,58,6.437931034482757
186,89,6.43779776674938
226,13,6.437542857142858
262,189,6.436831683168318
144,14,6.435225718194255
158,149,6.4350000000000005
13,131,6.4350000000000005
52,7,6.4346875
247,95,6.434285714285714
140,150,6.433333333333334
10,48,6.432471910112359
55,230,6.4314285714285715
83,246,6.4314285714285715
233,15,6.43
10,153,6.43
89,200,6.43
207,229,6.429999999999999
196,164,6.4286206896551725
151,62,6.42842105263158
98,135,6.428333333333334
138,178,6.42764705882353
170,130,6.4271255060728745
238,52,6.426696035242292
45,206,6.426666666666667
163,131,6.42643312101911
50,228,6.425510204081631
234,149,6.4254310344827585
116,21,6.425
161,184,6.425
68,253,6.425
215,233,6.424285714285715
79,134,6.423999999999999
150,216,6.423333333333333
145,125,6.42288888888889
93,146,6.422857142857143
249,135,6.422439024390245
166,134,6.422142857142857
211,134,6.421666666666666
255,152,6.42037037037037
16,145,6.42
60,9,6.42
215,217,6.42
124,16,6.42
183,200,6.42
34,116,6.42
173,142,6.42
46,151,6.42
72,224,6.42
227,129,6.42
83,190,6.42
100,134,6.419999999999999
142,28,6.418804347826088
79,6,6.4174999999999995
237,38,6.4174999999999995
50,188,6.417164948453609
73,132,6.416999999999999
68,14,6.416344569288389
70,188,6.415882352941177
132,8,6.414666666666667
43,93,6.410933333333335
28,162,6.4106976744186035
22,138,6.41
127,97,6.41
119,202,6.41
26,209,6.41
57,233,6.41
152,138,6.409718969555036
4,210,6.4093333333333335
170,70,6.409302325581395
164,134,6.40918699186992
50,175,6.4084375
186,185,6.408427672955974
228,87,6.408333333333333
255,64,6.4079999999999995
163,15,6.407868852459016
158,171,6.407600000000001
152,205,6.407500000000001
255,11,6.407333333333335
68,46,6.407000000000001
194,244,6.406666666666666
177,164,6.406666666666666
223,263,6.406458333333333
246,58,6.406249999999999
234,185,6.405897435897436
129,195,6.404999999999999
186,191,6.40377049180328
32,33,6.403333333333333
189,43,6.403333333333332
163,205,6.403157894736842
186,28,6.401691542288558
161,227,6.4016292134831465
216,89,6.401481481481481
43,52,6.4000862068965505
142,188,6.399870801033591
36,116,6.398666666666667
246,111,6.398571428571429
223,164,6.398119658119659
257,151,6.398
162,228,6.396776859504132
68,135,6.395252525252524
68,220,6.393915343915346
143,216,6.393888888888889
138,66,6.393816091954022
186,22,6.39317689530686
186,73,6.39268656716418
238,27,6.3925
170,257,6.39208803611738
223,237,6.391182795698923
79,131,6.390769230769229
243,93,6.390000000000001
14,162,6.3886666666666665
246,150,6.388333333333332
140,138,6.388042819632406
134,236,6.387692307692307
223,68,6.387674418604652
130,140,6.387142857142857
114,81,6.386666666666667
261,128,6.386666666666667
230,89,6.386548767416935
50,89,6.386192170818506
209,19,6.385
249,216,6.384473684210526
8,231,6.384
249,55,6.382222222222222
144,221,6.382142857142857
24,259,6.382000000000001
129,13,6.3815625
189,244,6.380000000000001
76,157,6.38
194,66,6.38
265,190,6.38
100,93,6.379533333333333
90,194,6.37948717948718
113,131,6.379444444444443
249,95,6.379226804123711
239,205,6.379090909090909
144,183,6.378888888888889
16,45,6.378
163,106,6.377848484848486
231,95,6.3777063106796135
161,20,6.377661290322581
194,200,6.3774999999999995
162,53,6.376567164179105
50,181,6.376452312138729
88,221,6.376363636363636
43,227,6.376060606060605
93,82,6.3759999999999994
163,227,6.375374149659865
83,80,6.375
36,26,6.3742857142857146
145,90,6.374123711340205
33,138,6.3735109489051105
142,131,6.372912621359224
230,95,6.372867184609695
142,149,6.372280701754385
162,216,6.372138728323699
197,68,6.371666666666666
263,215,6.3715
100,220,6.370096153846155
121,145,6.37
246,155,6.37
223,143,6.3696874999999995
246,200,6.368232758620691
211,135,6.367333333333333
142,8,6.3671428571428565
49,28,6.366666666666667
239,8,6.366666666666666
146,257,6.365833333333334
220,162,6.365
142,21,6.36436170212766
166,216,6.363478260869565
194,229,6.363333333333333
264,166,6.363227513227512
260,230,6.362857142857142
249,210,6.362432432432432
238,61,6.361968911917099
138,166,6.36150501179246
246,53,6.361176470588235
13,205,6.361
90,10,6.36
120,230,6.36
14,243,6.36
190,11,6.36
121,112,6.36
125,124,6.359999999999999
138,141,6.358623457787831
223,262,6.357037037037037
83,113,6.3566666666666665
218,14,6.3566666666666665
231,180,6.356458333333333
227,107,6.355
22,200,6.355
179,119,6.355
166,37,6.354871794871795
56,230,6.35468085106383
42,255,6.353
233,89,6.352522321428571
106,239,6.3525
130,87,6.352173913043478
207,49,6.352
48,21,6.351962616822431
237,181,6.35193385214008
264,51,6.351764705882353
231,117,6.351176470588236
218,189,6.35
173,114,6.35
58,229,6.35
160,189,6.35
228,118,6.35
225,192,6.35
116,133,6.35
111,145,6.35
86,191,6.35
124,101,6.35
102,66,6.35
82,72,6.35
150,17,6.35
28,71,6.35
238,197,6.3496296296296295
237,89,6.349232558139533
231,194,6.34906976744186
20,162,6.3475
51,117,6.3475
66,41,6.345714285714286
237,200,6.345626283367556
143,195,6.345106382978724
92,87,6.345000000000001
265,262,6.345000000000001
36,200,6.345
233,171,6.344235294117647
95,34,6.343846153846154
140,172,6.343333333333334
145,114,6.340434782608695
74,181,6.340294117647058
236,61,6.340170940170942
43,9,6.34
40,233,6.339274965800274
238,34,6.337647058823529
203,162,6.3375
167,16,6.3374999999999995
257,257,6.336928104575165
70,200,6.336666666666666
255,175,6.336666666666666
161,258,6.33635761589404
233,157,6.335849056603774
225,50,6.335
170,29,6.334351851851851
114,29,6.33392156862745
238,174,6.333506493506492
134,114,6.333333333333333
264,141,6.333080000000001
262,92,6.333030303030301
1,265,6.331216216216216
68,149,6.331052631578948
161,57,6.330967741935484
186,218,6.3307142857142855
8,48,6.33
246,203,6.33
114,135,6.329767441860465
239,20,6.32759493670886
215,56,6.327500000000001
139,265,6.326666666666667
239,96,6.326666666666667
239,19,6.326363636363637
231,134,6.32607476635514
229,172,6.325
33,136,6.325
261,139,6.325
37,24,6.325
166,256,6.3240625
106,144,6.324
85,255,6.323333333333333
205,50,6.3225
186,111,6.322
239,85,6.321935483870967
264,158,6.3203553299492405
129,207,6.32
42,66,6.319999999999999
75,14,6.318681318681318
107,67,6.318048780487805
162,133,6.317836644591612
224,55,6.31625
87,223,6.31608228980322
53,71,6.3149999999999995
65,185,6.3125
33,239,6.311794871794871
151,97,6.3113636363636365
194,144,6.310666666666666
83,194,6.31
147,134,6.31
147,45,6.31
136,137,6.31
40,244,6.309130434782608
186,70,6.309130434782607
236,227,6.308823529411764
244,106,6.30875
194,116,6.308000000000001
84,84,6.307499999999999
140,192,6.307391304347826
158,165,6.306290322580646
79,259,6.306201550387597
41,175,6.306
87,121,6.3055555555555545
219,127,6.305
191,64,6.305
178,163,6.305
224,194,6.304444444444444
25,239,6.303623188405797
256,114,6.303529411764707
215,146,6.303333333333334
191,236,6.303333333333334
211,243,6.303244837758113
88,194,6.303
161,123,6.302908163265307
143,34,6.302727272727273
134,261,6.3025
216,230,6.302499999999999
145,64,6.302
113,23,6.301666666666667
243,45,6.3
258,113,6.3
253,162,6.3
196,4,6.3
173,49,6.3
243,68,6.299859813084113
194,68,6.299411764705882
246,185,6.299375
209,20,6.29875
162,70,6.298733705772811
223,42,6.298709677419355
54,239,6.298333333333333
158,92,6.298
141,190,6.296129032258063
238,17,6.29566037735849
132,2,6.295
113,208,6.294782608695653
249,153,6.2947058823529405
262,17,6.294545454545454
80,24,6.294444444444444
61,262,6.293333333333333
194,145,6.293333333333333
164,135,6.292933884297522
163,197,6.292297297297298
66,138,6.292106430155209
29,55,6.292
229,242,6.2918518518518525
143,95,6.291597633136094
49,243,6.291428571428573
164,121,6.291123595505621
264,43,6.291043083900227
262,55,6.290909090909091
246,89,6.290781893004116
31,151,6.29
201,89,6.29
13,58,6.29
261,155,6.289795918367346
229,200,6.288963730569948
79,165,6.288915929203539
202,166,6.288478260869564
138,65,6.288418705694033
188,142,6.288095238095237
70,180,6.287999999999999
151,228,6.287173913043477
261,108,6.285555555555554
158,21,6.285102040816327
178,234,6.285
107,95,6.284954657873042
238,95,6.284739130434783
97,93,6.284000000000002
130,45,6.284000000000001
224,95,6.284
74,203,6.2837499999999995
233,67,6.282258064516129
20,68,6.281666666666667
164,180,6.281641791044774
137,14,6.281471074380164
107,257,6.280843373493976
265,151,6.280000000000001
40,121,6.28
265,75,6.28
100,153,6.27975903614458
247,13,6.278888888888889
68,22,6.277552083333333
141,149,6.277111111111112
164,89,6.276753731343283
93,238,6.276507936507937
50,10,6.27642857142857
43,62,6.275423728813557
92,255,6.275
113,55,6.274634146341463
246,191,6.274285714285715
163,89,6.274243792325057
148,220,6.273885714285713
79,218,6.273666666666667
93,179,6.273333333333333
134,97,6.273333333333333
207,90,6.273333333333333
116,188,6.272666666666667
161,34,6.271162790697674
113,70,6.270652173913043
63,29,6.27
216,178,6.27
15,180,6.27
91,193,6.27
21,222,6.27
248,161,6.27
15,255,6.27
162,194,6.269157894736843
223,239,6.268817204301075
196,163,6.2686666666666655
163,38,6.268000000000001
25,180,6.268
239,73,6.2675
138,120,6.267142857142857
68,95,6.266840826245444
230,181,6.266503577644556
12,155,6.26625
41,252,6.266
12,160,6.266
263,190,6.265833333333332
100,208,6.2655223880597015
48,149,6.265154639175258
198,142,6.265000000000001
200,165,6.265
212,28,6.265
265,263,6.264
163,9,6.264
231,130,6.263953488372094
13,160,6.263684210526317
261,122,6.2625
164,257,6.2610374639769475
162,128,6.260975609756097
186,10,6.260542635658914
188,243,6.260000000000001
96,49,6.26
217,22,6.26
242,238,6.26
67,66,6.26
68,139,6.26
263,189,6.259777777777776
170,31,6.259166666666668
87,153,6.2588888888888885
41,36,6.258787878787878
186,257,6.257531172069826
189,138,6.256060606060606
232,229,6.256041666666666
233,22,6.255298507462687
77,158,6.255
158,111,6.255
45,183,6.255
80,132,6.254758064516129
15,79,6.253333333333334
92,178,6.253333333333333
70,150,6.253333333333333
142,49,6.252760084925689
201,262,6.2524999999999995
66,254,6.2524999999999995
246,108,6.2519230769230765
241,25,6.25
208,166,6.25
85,82,6.25
175,138,6.25
149,75,6.25
67,255,6.25
28,14,6.25
22,54,6.25
82,87,6.2485
41,190,6.247777777777778
260,114,6.2475862068965515
107,149,6.24669642857143
238,157,6.24653846153846
56,163,6.246
195,144,6.2459999999999996
48,181,6.245983750548969
100,194,6.245333333333334
215,65,6.245
34,142,6.245
141,93,6.2437062937062935
236,57,6.242727272727273
163,200,6.242603305785125
87,117,6.2425
17,152,6.2425
263,11,6.242222222222222
13,235,6.241999999999999
130,88,6.240714285714286
122,181,6.240000000000001
64,198,6.24
82,234,6.2393333333333345
234,28,6.2377142857142855
140,183,6.237619047619047
82,164,6.236666666666667
89,38,6.235714285714285
48,108,6.235423728813559
148,108,6.235277777777777
235,132,6.234999999999999
31,162,6.234999999999999
90,122,6.234444444444445
33,93,6.234347826086956
189,166,6.234117647058824
80,127,6.23375
192,141,6.233333333333333
207,230,6.2333333333333325
164,208,6.233097345132744
43,134,6.232982456140352
181,236,6.232582417582417
127,13,6.2319047619047625
119,4,6.23
169,92,6.23
185,202,6.23
162,220,6.229348370927319
107,70,6.229197530864197
163,51,6.229090909090909
48,67,6.228525641025642
42,190,6.228333333333334
224,93,6.228
219,15,6.228
142,15,6.227692307692308
233,108,6.227666666666667
138,232,6.2273842208477905
13,247,6.226962025316454
138,140,6.2269567811463045
155,228,6.226666666666667
79,243,6.225888833249875
138,153,6.225577889447238
107,214,6.225555555555555
33,124,6.225
181,169,6.225
141,181,6.224525235243798
196,95,6.22375
80,147,6.223333333333334
260,189,6.220666666666667
163,34,6.220454545454545
223,43,6.220444444444446
236,89,6.219080459770115
37,243,6.218
66,13,6.216923076923076
142,253,6.216666666666666
164,63,6.215454545454545
229,131,6.215360824742268
211,120,6.215
161,86,6.215
83,114,6.215
45,208,6.214999999999999
87,96,6.214444444444443
215,249,6.214285714285714
125,243,6.213602150537635
75,53,6.212439024390243
247,223,6.211999999999999
170,124,6.210845070422534
24,228,6.21
233,93,6.209290780141845
43,149,6.20875
75,165,6.207894736842105
4,95,6.207727272727272
125,76,6.207272727272729
80,155,6.206666666666667
182,162,6.206666666666667
173,43,6.205
50,155,6.204761904761905
144,175,6.204062500000001
192,48,6.203333333333333
7,190,6.203157894736842
158,183,6.203125
127,237,6.202941176470588
161,190,6.202600896860988
63,65,6.202500000000001
145,208,6.201428571428571
143,150,6.20125
90,118,6.20076923076923
107,207,6.2
241,262,6.2
93,73,6.2
170,89,6.198899408284024
113,14,6.198847058823531
181,179,6.1985365853658525
151,121,6.197777777777778
209,95,6.197733333333334
223,33,6.197297297297297
100,81,6.197127071823203
159,112,6.196666666666666
161,106,6.196332767402376
31,113,6.195
91,82,6.195
64,53,6.194999999999999
75,192,6.1946666666666665
215,244,6.194444444444445
233,182,6.1940845070422546
152,66,6.193636363636364
239,22,6.193636363636364
132,226,6.193599182004088
142,124,6.192272727272728
211,31,6.191818181818181
138,240,6.191573033707865
158,67,6.190466666666667
163,31,6.190088495575224
112,64,6.19
228,154,6.19
160,125,6.19
225,101,6.19
36,243,6.19
13,129,6.1896254681647935
194,237,6.188717948717949
255,124,6.1885714285714295
236,40,6.18845953002611
209,102,6.188148148148149
75,73,6.187142857142858
7,152,6.1869672131147535
256,150,6.186666666666667
93,202,6.186666666666667
163,189,6.186253776435046
231,223,6.185309417040359
24,14,6.1850000000000005
246,73,6.185
138,194,6.18444976076555
142,34,6.1842500000000005
80,18,6.184
236,219,6.1833333333333345
209,6,6.183333333333334
232,134,6.183333333333334
141,138,6.183308076358306
113,51,6.1832352941176465
234,257,6.183079497907948
162,131,6.182276422764226
226,257,6.182222222222222
216,22,6.182
49,152,6.182
235,97,6.181818181818182
258,90,6.1816666666666675
249,127,6.181280878316559
219,37,6.180833333333335
264,33,6.18004081632653
207,37,6.18
49,85,6.18
37,235,6.18
24,217,6.18
231,220,6.179927007299271
70,170,6.179789473684209
166,135,6.178076923076923
79,29,6.177532467532468
161,188,6.177439516129033
162,181,6.177389128559103
256,98,6.177272727272726
70,232,6.175714285714285
90,93,6.175428571428571
264,233,6.175154975530181
224,175,6.175
95,52,6.175
181,142,6.175
217,24,6.175
7,40,6.174545454545455
113,28,6.173823529411766
234,134,6.173571428571427
148,29,6.173108108108108
40,142,6.172561983471073
52,229,6.1722222222222225
223,48,6.172022471910112
200,265,6.171538461538462
189,41,6.171176470588235
223,142,6.171048387096774
163,32,6.170743801652892
237,165,6.1705
128,151,6.17
121,210,6.17
146,208,6.17
263,93,6.169759615384614
40,163,6.1695121951219525
138,97,6.167925083349677
114,155,6.167058823529413
189,217,6.166666666666667
114,95,6.166210670314636
236,252,6.1661290322580635
228,13,6.1656249999999995
164,133,6.164403183023872
237,85,6.1641176470588235
112,42,6.163870967741936
152,37,6.163333333333334
93,72,6.163333333333333
76,227,6.163333333333332
114,178,6.163043478260869
231,243,6.162922134733157
244,37,6.1627777777777775
100,227,6.162727272727274
162,208,6.162692307692308
13,213,6.161818181818182
138,236,6.1615149265195335
161,91,6.161509433962265
40,100,6.161290322580645
107,121,6.161123595505617
158,153,6.161052631578947
162,134,6.1608996539792376
262,188,6.160000000000001
87,156,6.16
70,73,6.16
155,52,6.16
143,46,6.16
37,111,6.16
126,237,6.16
54,43,6.16
11,35,6.16
253,256,6.16
165,112,6.16
202,49,6.159999999999999
116,242,6.159545454545454
45,220,6.1593478260869565
164,55,6.1592660550458715
13,7,6.158537477148079
87,160,6.158434343434343
90,171,6.15830985915493
125,178,6.157560975609755
259,129,6.1575
134,164,6.156666666666666
144,243,6.156585365853657
32,122,6.156
62,143,6.155714285714287
140,118,6.155
202,80,6.155
169,130,6.155
138,8,6.154615384615385
257,198,6.153333333333333
209,16,6.152777777777778
157,242,6.151666666666666
234,174,6.151604938271604
100,171,6.151438848920863
236,138,6.151114401622738
130,161,6.150350877192984
65,3,6.15
126,137,6.15
225,147,6.15
173,146,6.15
258,241,6.15
161,19,6.1499999999999995
229,191,6.14974358974359
230,55,6.148896551724138
114,219,6.14875
217,211,6.148333333333333
232,114,6.1478947368421055
190,162,6.147857142857142
7,55,6.146666666666666
95,90,6.145454545454546
14,258,6.144
142,245,6.1433333333333335
197,215,6.1433333333333335
16,13,6.1433333333333335
246,215,6.1433333333333335
234,127,6.142583850931678
226,190,6.1425
243,133,6.1425
238,133,6.142499999999999
132,45,6.141558974358975
4,185,6.140769230769231
239,33,6.1406060606060615
33,166,6.140599999999999
225,143,6.14
83,158,6.14
236,11,6.139374999999999
80,42,6.139069767441861
261,127,6.1390173410404625
133,236,6.138
93,256,6.1376923076923084
189,202,6.136666666666667
75,155,6.136470588235294
246,102,6.136086956521739
230,188,6.135690440060698
140,19,6.135652173913043
238,25,6.135631399317405
237,54,6.135454545454545
137,257,6.135414507772021
106,143,6.13375
243,146,6.133333333333333
261,194,6.132777777777778
218,162,6.1325
14,244,6.1325
68,123,6.131492537313432
189,160,6.130000000000001
14,173,6.13
21,265,6.13
237,190,6.129928057553958
76,210,6.129642857142857
12,116,6.1288888888888895
137,98,6.1286000000000005
150,150,6.128095238095238
50,54,6.127611940298507
223,67,6.1275
130,228,6.126666666666668
106,263,6.1265625
161,220,6.125648464163823
216,170,6.125454545454545
197,238,6.125
66,201,6.125
122,97,6.125
180,64,6.125
170,131,6.12430894308943
151,95,6.124193548387097
13,212,6.123749999999999
264,97,6.122578947368421
45,6,6.121666666666667
142,134,6.120909090909091
127,113,6.120769230769231
164,178,6.120555555555555
77,4,6.12
128,112,6.12
16,36,6.12
122,146,6.12
184,152,6.12
145,15,6.12
85,138,6.12
20,137,6.12
102,238,6.12
151,256,6.119518072289157
45,133,6.118582089552239
263,53,6.117974683544303
210,265,6.115
43,203,6.114999999999999
260,87,6.1141791044776115
229,133,6.113892617449665
53,193,6.1137500000000005
223,90,6.113253012048192
162,123,6.112887323943661
79,8,6.112500000000001
264,14,6.112142857142857
230,67,6.112060606060606
166,95,6.111818181818182
114,192,6.111764705882353
97,223,6.111666666666666
186,216,6.110812182741117
236,178,6.1102380952380955
237,123,6.110103092783506
70,148,6.11
190,87,6.11
70,143,6.11
112,43,6.109999999999999
31,48,6.109999999999999
164,3,6.10984126984127
186,135,6.1094021739130415
137,171,6.109387755102041
143,52,6.1091780821917805
174,216,6.108
230,22,6.107511111111111
227,248,6.107142857142857
66,223,6.107045454545456
196,144,6.1066666666666665
161,3,6.1065486725663725
40,75,6.106444444444445
237,61,6.10632867132867
132,186,6.106311787072248
142,52,6.106275579809004
161,189,6.106232876712329
75,108,6.105384615384616
36,54,6.1049999999999995
145,249,6.104933333333333
145,229,6.103382352941177
244,112,6.1025
144,28,6.102499999999998
43,19,6.102222222222222
87,192,6.102222222222222
28,261,6.102
194,113,6.102
181,263,6.101965317919074
181,216,6.1018181818181825
264,65,6.101756756756755
243,148,6.101000000000001
230,70,6.100460157126824
219,230,6.100128205128205
8,132,6.1000000000000005
207,80,6.1
256,153,6.1
75,102,6.1
85,262,6.1
162,95,6.099423496416327
49,138,6.099407894736841
148,138,6.0991405915130725
238,21,6.09909090909091
132,188,6.098801208459215
49,151,6.097272727272727
262,181,6.097211796246647
100,200,6.09691466083151
239,77,6.096666666666667
60,49,6.096666666666667
202,65,6.096666666666667
107,210,6.095773195876287
116,40,6.095714285714285
114,200,6.095079365079366
230,40,6.095010691375623
114,121,6.0939999999999985
48,111,6.0938888888888885
234,123,6.093793103448277
28,237,6.09375
41,37,6.093015873015873
100,28,6.092666666666665
234,121,6.0926086956521734
162,218,6.092400000000001
142,210,6.092112676056337
224,18,6.092
263,34,6.091875000000001
238,62,6.091764705882352
93,100,6.0915
151,123,6.09
168,12,6.09
33,169,6.09
98,7,6.09
264,256,6.089912663755459
45,200,6.089130434782609
125,34,6.086923076923076
144,117,6.086363636363637
132,58,6.086348547717843
249,96,6.085833333333333
40,50,6.085286624203822
24,49,6.0851851851851855
89,168,6.084545454545455
48,150,6.083725490196078
145,48,6.0832211538461545
55,2,6.0825
138,62,6.081324376199615
121,55,6.080000000000001
192,263,6.08
208,256,6.08
247,256,6.08
115,244,6.08
90,203,6.08
230,8,6.08
47,92,6.08
207,137,6.08
198,209,6.08
28,208,6.08
82,38,6.08
107,192,6.07952380952381
263,121,6.079302325581395
162,31,6.0789690721649485
7,132,6.0789152542372875
107,111,6.078571428571428
264,170,6.078488745980707
40,232,6.077931034482758
196,45,6.077857142857143
152,35,6.0775
87,29,6.077386363636363
205,80,6.076666666666665
40,239,6.0765
55,249,6.0760000000000005
13,14,6.075805714285713
246,55,6.075510204081634
13,146,6.075421686746987
134,234,6.074999999999999
38,38,6.0746875000000005
97,127,6.074545454545455
158,196,6.074477611940299
127,45,6.073333333333333
231,102,6.072991452991453
234,92,6.072857142857144
132,242,6.072819767441861
138,242,6.071550522648083
238,33,6.071211072664359
50,40,6.070654205607476
